age,workclass,education,marital.status,income
64,Govt,Masters,Married,>50K.
18,Private,HS-grad,Never Married,<=50K.
30,Private,Some-college,Married,<=50K.
36,NA,Assoc-voc,Married,<=50K.
18,Private,11th,Never Married,<=50K.
27,Private,HS-grad,Married,<=50K.
49,Private,9th,Married,<=50K.
46,Govt,HS-grad,Married,>50K.
37,Private,HS-grad,Married,<=50K.
30,Private,Some-college,Divorced,<=50K.
29,Private,HS-grad,Divorced,<=50K.
22,NA,HS-grad,Never Married,<=50K.
25,Self,HS-grad,Married,<=50K.
38,Private,HS-grad,Separated,<=50K.
32,NA,Bachelors,Divorced,<=50K.
35,Private,Some-college,Married,<=50K.
56,Private,Masters,Married,>50K.
29,Private,Some-college,Divorced,<=50K.
41,Private,HS-grad,Married,<=50K.
47,Private,HS-grad,Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
46,Self,Bachelors,Married,>50K.
28,Govt,HS-grad,Never Married,<=50K.
39,Private,Bachelors,Divorced,<=50K.
42,Self,Some-college,Married,<=50K.
39,Private,HS-grad,Married,>50K.
68,NA,7th-8th,Married,<=50K.
37,Self,Bachelors,Married,>50K.
57,Private,Prof-school,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
24,Private,Assoc-voc,Never Married,>50K.
19,Private,Some-college,Never Married,<=50K.
55,Private,Assoc-acdm,Divorced,<=50K.
37,Govt,HS-grad,Married,<=50K.
37,Govt,Some-college,Never Married,<=50K.
28,Private,Bachelors,Married,<=50K.
27,Private,HS-grad,Never Married,<=50K.
40,Govt,Bachelors,Never Married,<=50K.
51,Private,HS-grad,Divorced,<=50K.
52,Private,Assoc-voc,Married,<=50K.
74,NA,Some-college,Widowed,<=50K.
49,Self,Some-college,Married,>50K.
20,NA,Some-college,Never Married,<=50K.
40,Govt,Some-college,Divorced,<=50K.
80,Private,Some-college,Never Married,<=50K.
63,Private,Some-college,Married,<=50K.
63,Private,HS-grad,Divorced,>50K.
51,Private,Some-college,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
66,Self,HS-grad,Widowed,<=50K.
33,Self,HS-grad,Married,<=50K.
49,Private,HS-grad,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
33,Self,Assoc-acdm,Married,>50K.
26,Private,Some-college,Married,<=50K.
52,Private,HS-grad,Married,>50K.
33,Private,Bachelors,Married,>50K.
47,Private,Bachelors,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
53,Govt,Assoc-acdm,Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
26,Govt,Some-college,Never Married,<=50K.
53,Private,7th-8th,Married,>50K.
65,Private,HS-grad,Never Married,<=50K.
68,Private,Bachelors,Married,<=50K.
30,Private,10th,Never Married,<=50K.
28,Private,11th,Married,<=50K.
54,Govt,10th,Married,<=50K.
30,Private,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
19,Private,11th,Never Married,<=50K.
19,NA,Some-college,Never Married,<=50K.
32,Govt,Prof-school,Married,>50K.
23,Private,Bachelors,Never Married,<=50K.
51,Govt,Bachelors,Married,<=50K.
25,Private,Some-college,Married,>50K.
46,Govt,Bachelors,Never Married,<=50K.
38,Private,Some-college,Divorced,<=50K.
26,Govt,HS-grad,Married,>50K.
46,Private,HS-grad,Divorced,<=50K.
25,Private,Bachelors,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
29,Govt,Masters,Married,<=50K.
51,Self,Masters,Married,>50K.
40,Private,Some-college,Married,<=50K.
24,Private,Some-college,Never Married,<=50K.
24,Self,Bachelors,Never Married,<=50K.
31,Private,Assoc-voc,Married,<=50K.
54,NA,HS-grad,Divorced,<=50K.
34,Private,Assoc-acdm,Separated,<=50K.
19,Private,Some-college,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
21,Private,10th,Married,<=50K.
23,Private,Some-college,Married,<=50K.
37,Govt,Some-college,Never Married,<=50K.
40,Private,Masters,Married,>50K.
57,Private,HS-grad,Married,<=50K.
48,Private,Bachelors,Married,>50K.
24,Private,11th,Married,<=50K.
43,Private,Some-college,Married,<=50K.
32,NA,Bachelors,Never Married,<=50K.
40,Private,HS-grad,Never Married,<=50K.
52,Self,Prof-school,Married,>50K.
49,Private,HS-grad,Divorced,<=50K.
45,Self,Some-college,Married,<=50K.
62,Govt,HS-grad,Never Married,<=50K.
29,Private,Assoc-voc,Married,<=50K.
49,Private,HS-grad,Separated,<=50K.
55,Govt,Some-college,Divorced,<=50K.
20,NA,Some-college,Never Married,<=50K.
37,Self,Bachelors,Never Married,<=50K.
43,Govt,Bachelors,Married,>50K.
29,Private,Some-college,Divorced,<=50K.
44,Private,HS-grad,Married,>50K.
28,Private,Some-college,Separated,>50K.
38,Private,Some-college,Never Married,<=50K.
45,Private,Assoc-voc,Married,>50K.
22,NA,Some-college,Never Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
20,Private,12th,Never Married,<=50K.
60,Private,HS-grad,Married,<=50K.
30,Private,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
51,Private,Some-college,Divorced,<=50K.
31,Private,Bachelors,Never Married,<=50K.
48,Private,HS-grad,Divorced,<=50K.
43,Private,Bachelors,Married,>50K.
51,Govt,HS-grad,Divorced,<=50K.
41,Private,Assoc-voc,Married,>50K.
62,NA,Assoc-voc,Married,<=50K.
50,Govt,HS-grad,Married,>50K.
46,Private,HS-grad,Married,>50K.
54,Private,Some-college,Married,>50K.
68,Private,HS-grad,Married,>50K.
23,Self,Assoc-acdm,Never Married,<=50K.
49,Private,Masters,Never Married,<=50K.
24,Private,10th,Married,<=50K.
30,Govt,HS-grad,Married,<=50K.
38,Private,HS-grad,Married,<=50K.
34,Private,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
30,Private,7th-8th,Separated,<=50K.
61,Private,7th-8th,Married,<=50K.
36,Private,HS-grad,Divorced,<=50K.
51,Self,Assoc-voc,Married,<=50K.
43,Private,5th-6th,Married,>50K.
54,Govt,Some-college,Married,>50K.
63,Private,HS-grad,Widowed,<=50K.
51,Private,Some-college,Married,>50K.
63,Self,10th,Married,<=50K.
51,Govt,Masters,Married,>50K.
27,Private,HS-grad,Divorced,<=50K.
35,Private,Assoc-acdm,Married,>50K.
31,NA,Bachelors,Married,>50K.
46,Self,HS-grad,Separated,<=50K.
53,Private,Assoc-voc,Married,>50K.
26,Govt,Some-college,Divorced,<=50K.
43,Private,HS-grad,Never Married,<=50K.
39,Private,HS-grad,Married,>50K.
50,Govt,HS-grad,Divorced,<=50K.
54,Govt,HS-grad,Married,>50K.
62,NA,Some-college,Married,>50K.
57,Govt,Some-college,Divorced,<=50K.
19,NA,Some-college,Never Married,<=50K.
29,Govt,HS-grad,Never Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
53,Private,Bachelors,Married,>50K.
18,NA,Some-college,Never Married,<=50K.
22,NA,Some-college,Never Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
69,Private,11th,Married,<=50K.
56,Private,7th-8th,Married,<=50K.
53,Govt,Bachelors,Married,<=50K.
28,Private,HS-grad,Never Married,<=50K.
28,Private,Bachelors,Married,<=50K.
33,Self,HS-grad,Married,>50K.
48,Private,HS-grad,Divorced,<=50K.
61,Private,HS-grad,Married,>50K.
49,Private,Bachelors,Married,<=50K.
48,Private,Some-college,Married,<=50K.
32,Private,7th-8th,Married,<=50K.
51,Private,HS-grad,Married,>50K.
27,NA,Bachelors,Never Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
47,Private,HS-grad,Married,<=50K.
25,Private,Bachelors,Never Married,<=50K.
72,Private,Some-college,Married,<=50K.
29,Private,11th,Divorced,<=50K.
22,Private,HS-grad,Never Married,<=50K.
57,Private,HS-grad,Married,<=50K.
50,Private,Assoc-acdm,Married,<=50K.
45,Self,Some-college,Married,<=50K.
52,Private,Some-college,Divorced,>50K.
53,Private,Masters,Married,>50K.
36,Private,HS-grad,Married,<=50K.
46,Private,HS-grad,Married,>50K.
20,Private,HS-grad,Never Married,<=50K.
75,Private,5th-6th,Widowed,<=50K.
32,Govt,HS-grad,Married,>50K.
28,Private,HS-grad,Married,<=50K.
53,Private,Masters,Divorced,<=50K.
17,Private,11th,Never Married,<=50K.
46,Govt,Assoc-voc,Divorced,<=50K.
39,Private,Assoc-acdm,Separated,<=50K.
38,Private,Some-college,Divorced,<=50K.
36,Private,HS-grad,Married,<=50K.
63,Govt,Bachelors,Never Married,<=50K.
28,Private,1st-4th,Married,<=50K.
28,NA,Bachelors,Never Married,<=50K.
49,Private,HS-grad,Never Married,<=50K.
43,Private,Some-college,Married,<=50K.
38,Private,Bachelors,Married,>50K.
39,Private,HS-grad,Never Married,<=50K.
42,NA,HS-grad,Divorced,<=50K.
40,Private,HS-grad,Married,<=50K.
45,NA,HS-grad,Separated,<=50K.
29,NA,HS-grad,Divorced,<=50K.
24,Govt,Bachelors,Never Married,<=50K.
30,Private,Some-college,Married,>50K.
44,Private,Some-college,Married,<=50K.
40,Private,HS-grad,Married,<=50K.
30,Private,HS-grad,Never Married,<=50K.
42,Private,Masters,Divorced,<=50K.
52,Self,Assoc-voc,Divorced,<=50K.
42,Private,Some-college,Married,>50K.
39,Private,Some-college,Married,>50K.
43,Private,Some-college,Divorced,<=50K.
62,Self,HS-grad,Married,<=50K.
30,Private,Assoc-voc,Married,<=50K.
83,NA,HS-grad,Widowed,<=50K.
39,Private,Bachelors,Married,>50K.
41,Private,HS-grad,Married,<=50K.
49,Private,Masters,Married,>50K.
25,Private,11th,Married,<=50K.
48,Private,11th,Married,<=50K.
59,NA,Assoc-acdm,Divorced,<=50K.
44,Govt,Bachelors,Never Married,<=50K.
36,Private,9th,Divorced,<=50K.
40,Private,HS-grad,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
41,Private,Some-college,Separated,<=50K.
24,Private,Bachelors,Never Married,<=50K.
67,Self,HS-grad,Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
50,Self,Bachelors,Married,<=50K.
48,Private,Masters,Divorced,<=50K.
55,NA,Assoc-acdm,Married,>50K.
29,Private,HS-grad,Never Married,<=50K.
50,Private,Bachelors,Divorced,<=50K.
64,Govt,10th,Married,>50K.
49,Private,9th,Divorced,<=50K.
20,Private,HS-grad,Never Married,<=50K.
30,Private,HS-grad,Separated,<=50K.
37,Private,Bachelors,Married,<=50K.
52,Private,HS-grad,Married,>50K.
22,Private,Some-college,Never Married,<=50K.
77,NA,HS-grad,Widowed,<=50K.
19,Govt,Some-college,Never Married,<=50K.
52,Private,HS-grad,Divorced,>50K.
42,Private,Bachelors,Married,<=50K.
35,Private,HS-grad,Separated,<=50K.
27,Private,Some-college,Never Married,<=50K.
54,Govt,HS-grad,Never Married,<=50K.
37,Private,HS-grad,Married,<=50K.
37,Private,10th,Married,<=50K.
28,Private,7th-8th,Married,<=50K.
63,Private,Bachelors,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
28,Private,Bachelors,Never Married,<=50K.
23,NA,Some-college,Never Married,<=50K.
44,Private,Prof-school,Never Married,>50K.
31,Private,Some-college,Married,>50K.
35,Private,Bachelors,Never Married,>50K.
64,Private,HS-grad,Divorced,<=50K.
40,Private,HS-grad,Married,>50K.
59,Govt,Assoc-acdm,Divorced,<=50K.
22,Private,Some-college,Never Married,<=50K.
40,Private,Some-college,Never Married,<=50K.
35,Private,7th-8th,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
35,Govt,HS-grad,Never Married,<=50K.
28,Private,Some-college,Married,<=50K.
28,Private,HS-grad,Divorced,<=50K.
37,NA,Some-college,Married,<=50K.
72,NA,Doctorate,Married,>50K.
25,Self,Assoc-acdm,Never Married,<=50K.
37,Private,HS-grad,Divorced,<=50K.
19,NA,Some-college,Never Married,<=50K.
31,Private,Assoc-voc,Divorced,<=50K.
41,Private,HS-grad,Never Married,<=50K.
31,Private,10th,Married,>50K.
44,Private,HS-grad,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
57,Self,Some-college,Married,<=50K.
26,Private,HS-grad,Divorced,<=50K.
44,Self,HS-grad,Married,<=50K.
29,Govt,HS-grad,Never Married,<=50K.
36,Private,HS-grad,Married,>50K.
40,Private,Assoc-voc,Married,>50K.
21,Private,Assoc-acdm,Never Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
34,Self,Prof-school,Separated,>50K.
24,Private,Bachelors,Never Married,<=50K.
28,Private,10th,Divorced,<=50K.
35,Private,HS-grad,Separated,<=50K.
35,Private,HS-grad,Divorced,<=50K.
38,Govt,Bachelors,Never Married,<=50K.
44,Govt,HS-grad,Divorced,<=50K.
39,Private,Bachelors,Married,>50K.
57,Govt,HS-grad,Divorced,<=50K.
19,Private,Some-college,Never Married,<=50K.
29,Private,Assoc-voc,Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
50,Private,HS-grad,Widowed,<=50K.
51,Self,Some-college,Married,<=50K.
28,Private,Assoc-voc,Divorced,<=50K.
44,Private,Bachelors,Married,<=50K.
29,Self,Bachelors,Never Married,<=50K.
31,Private,HS-grad,Divorced,<=50K.
27,Private,Bachelors,Married,>50K.
34,Private,Bachelors,Married,<=50K.
50,Self,Prof-school,Married,>50K.
27,Private,Some-college,Married,>50K.
31,Private,Assoc-voc,Never Married,<=50K.
46,Private,Assoc-acdm,Married,>50K.
39,Private,Some-college,Never Married,<=50K.
40,Private,Bachelors,Married,>50K.
28,Private,11th,Divorced,<=50K.
18,Private,HS-grad,Never Married,<=50K.
51,Private,HS-grad,Divorced,<=50K.
58,Self,HS-grad,Divorced,<=50K.
66,Private,HS-grad,Married,<=50K.
36,Self,HS-grad,Married,<=50K.
38,Private,11th,Divorced,<=50K.
25,Private,Assoc-acdm,Never Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
90,Private,11th,Never Married,<=50K.
41,Govt,Some-college,Divorced,<=50K.
34,NA,HS-grad,Never Married,<=50K.
33,Private,Bachelors,Divorced,<=50K.
33,Private,HS-grad,Never Married,<=50K.
35,Private,Bachelors,Married,>50K.
39,Self,HS-grad,Never Married,<=50K.
59,Private,HS-grad,Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
39,Private,HS-grad,Married,<=50K.
19,NA,Some-college,Never Married,<=50K.
27,Private,HS-grad,Never Married,<=50K.
52,Private,7th-8th,Married,<=50K.
59,Self,HS-grad,Divorced,<=50K.
28,Private,Some-college,Divorced,<=50K.
37,Private,HS-grad,Divorced,<=50K.
50,NA,10th,Married,<=50K.
36,Private,Bachelors,Married,>50K.
34,Private,Bachelors,Married,>50K.
23,Private,Some-college,Never Married,<=50K.
19,NA,11th,Never Married,<=50K.
33,Private,HS-grad,Divorced,<=50K.
27,Govt,Masters,Never Married,<=50K.
31,Govt,Masters,Married,<=50K.
21,Private,10th,Married,<=50K.
31,Private,HS-grad,Married,<=50K.
59,Private,HS-grad,Married,>50K.
40,Govt,Masters,Married,>50K.
19,Private,11th,Never Married,<=50K.
47,Private,HS-grad,Married,<=50K.
34,Private,Bachelors,Never Married,<=50K.
57,Private,HS-grad,Married,<=50K.
51,Govt,9th,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
30,Self,Some-college,Married,<=50K.
46,Private,Some-college,Divorced,<=50K.
40,Private,Bachelors,Never Married,<=50K.
52,Private,Preschool,Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
90,NA,Bachelors,Widowed,<=50K.
25,Private,HS-grad,Never Married,<=50K.
43,Private,Some-college,Divorced,<=50K.
38,Govt,Some-college,Divorced,>50K.
22,Private,Assoc-voc,Never Married,<=50K.
33,Govt,Bachelors,Never Married,<=50K.
34,Private,Some-college,Married,>50K.
65,Private,Assoc-voc,Married,<=50K.
50,Private,HS-grad,Never Married,<=50K.
29,Private,Bachelors,Never Married,<=50K.
25,Private,HS-grad,Married,<=50K.
54,Private,Some-college,Divorced,<=50K.
49,Private,HS-grad,Married,>50K.
44,Private,Some-college,Married,<=50K.
24,Private,9th,Divorced,<=50K.
25,Private,Bachelors,Never Married,<=50K.
65,Govt,HS-grad,Married,<=50K.
56,Self,HS-grad,Married,<=50K.
39,Self,Prof-school,Married,>50K.
23,Private,Bachelors,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
24,Private,5th-6th,Never Married,<=50K.
41,Private,Some-college,Married,>50K.
40,Self,Some-college,Married,<=50K.
55,Private,HS-grad,Married,>50K.
38,Private,HS-grad,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
44,Private,Bachelors,Married,<=50K.
45,Private,Some-college,Married,>50K.
20,Self,Some-college,Never Married,<=50K.
29,Private,HS-grad,Never Married,<=50K.
43,Govt,HS-grad,Married,<=50K.
30,Private,12th,Divorced,<=50K.
28,Govt,Some-college,Never Married,<=50K.
31,Private,HS-grad,Married,>50K.
52,Private,HS-grad,Divorced,<=50K.
36,Private,Bachelors,Married,>50K.
38,Private,HS-grad,Married,<=50K.
66,NA,Some-college,Married,<=50K.
63,Self,Assoc-voc,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
33,Govt,HS-grad,Divorced,<=50K.
46,Govt,Some-college,Divorced,<=50K.
20,NA,Some-college,Never Married,<=50K.
47,Self,Bachelors,Never Married,<=50K.
33,Private,Doctorate,Married,>50K.
66,NA,7th-8th,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
28,Private,HS-grad,Divorced,<=50K.
46,Private,HS-grad,Divorced,<=50K.
25,Private,Some-college,Married,<=50K.
37,Private,HS-grad,Married,<=50K.
31,Self,9th,Married,<=50K.
49,Private,HS-grad,Married,<=50K.
22,Govt,Some-college,Married,<=50K.
52,Private,Assoc-voc,Married,>50K.
29,Private,Assoc-acdm,Married,<=50K.
18,Private,11th,Never Married,<=50K.
31,Govt,Some-college,Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
27,NA,Assoc-voc,Married,>50K.
54,Self,10th,Married,<=50K.
50,Govt,HS-grad,Divorced,<=50K.
46,Private,Masters,Married,>50K.
24,Private,Bachelors,Never Married,<=50K.
17,NA,11th,Never Married,<=50K.
49,Self,HS-grad,Separated,<=50K.
54,Govt,HS-grad,Married,>50K.
41,Private,Bachelors,Married,>50K.
49,Private,HS-grad,Married,<=50K.
36,Govt,Bachelors,Never Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
63,Private,Some-college,Widowed,<=50K.
67,Private,HS-grad,Married,>50K.
23,Private,HS-grad,Never Married,<=50K.
22,Private,Bachelors,Never Married,<=50K.
66,Private,Assoc-voc,Married,<=50K.
25,Private,11th,Married,<=50K.
30,Private,Some-college,Divorced,<=50K.
35,Private,HS-grad,Married,<=50K.
67,Self,7th-8th,Married,<=50K.
30,Private,12th,Never Married,<=50K.
26,Private,Some-college,Never Married,<=50K.
34,Private,HS-grad,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
18,Private,12th,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
76,Self,9th,Married,<=50K.
51,Govt,Some-college,Married,<=50K.
26,Private,HS-grad,Married,<=50K.
18,Private,12th,Never Married,<=50K.
18,NA,11th,Never Married,<=50K.
34,Private,Assoc-voc,Married,<=50K.
59,Private,HS-grad,Divorced,<=50K.
55,Private,Bachelors,Separated,>50K.
33,Self,Some-college,Never Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
48,Private,HS-grad,Widowed,<=50K.
64,Private,Bachelors,Divorced,<=50K.
47,Govt,Masters,Never Married,>50K.
26,Private,Some-college,Never Married,<=50K.
36,Private,Assoc-acdm,Married,>50K.
21,Private,HS-grad,Married,<=50K.
54,NA,7th-8th,Never Married,<=50K.
30,Private,HS-grad,Never Married,<=50K.
41,Self,HS-grad,Divorced,<=50K.
53,NA,Masters,Never Married,>50K.
34,Private,Some-college,Never Married,<=50K.
20,NA,Some-college,Never Married,<=50K.
24,Private,10th,Never Married,<=50K.
26,Private,Bachelors,Never Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
35,Private,Some-college,Divorced,<=50K.
41,Private,Some-college,Divorced,>50K.
33,Private,11th,Never Married,<=50K.
18,Private,Some-college,Never Married,<=50K.
27,Self,HS-grad,Separated,<=50K.
32,Private,HS-grad,Divorced,<=50K.
51,Govt,HS-grad,Never Married,<=50K.
38,Private,Assoc-voc,Divorced,<=50K.
41,Govt,Some-college,Married,<=50K.
26,Private,Some-college,Married,<=50K.
38,Self,Assoc-voc,Divorced,<=50K.
54,Private,9th,Married,>50K.
30,Private,Bachelors,Never Married,<=50K.
31,Private,Some-college,Widowed,<=50K.
26,Govt,Bachelors,Never Married,<=50K.
75,Self,Doctorate,Married,<=50K.
29,Private,Masters,Never Married,<=50K.
61,Private,HS-grad,Married,>50K.
24,Private,Some-college,Separated,<=50K.
22,NA,12th,Never Married,<=50K.
34,Private,Assoc-acdm,Never Married,<=50K.
42,Private,Some-college,Divorced,<=50K.
24,Private,11th,Never Married,<=50K.
42,Self,Assoc-acdm,Married,<=50K.
27,Govt,HS-grad,Never Married,<=50K.
39,Govt,Bachelors,Married,>50K.
20,Private,HS-grad,Never Married,<=50K.
51,Private,11th,Never Married,<=50K.
68,Private,Bachelors,Married,<=50K.
28,Govt,HS-grad,Never Married,<=50K.
43,Private,HS-grad,Divorced,<=50K.
35,Private,Some-college,Married,<=50K.
44,Private,HS-grad,Divorced,<=50K.
41,Private,Bachelors,Never Married,<=50K.
44,Private,HS-grad,Married,>50K.
20,Private,HS-grad,Married,<=50K.
46,Private,HS-grad,Married,>50K.
27,Self,Assoc-acdm,Married,>50K.
32,Private,Some-college,Never Married,<=50K.
46,Private,Some-college,Divorced,<=50K.
26,Private,HS-grad,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
36,Private,HS-grad,Married,<=50K.
49,Private,Bachelors,Married,>50K.
32,Private,HS-grad,Married,>50K.
32,Private,Bachelors,Married,>50K.
49,Private,Bachelors,Married,>50K.
36,Private,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
52,Govt,HS-grad,Divorced,<=50K.
42,Private,HS-grad,Married,>50K.
22,NA,Some-college,Never Married,<=50K.
72,Private,HS-grad,Widowed,<=50K.
30,Govt,Bachelors,Separated,<=50K.
44,Private,Some-college,Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
59,Private,Bachelors,Separated,<=50K.
46,Private,HS-grad,Divorced,<=50K.
30,Private,Assoc-voc,Married,<=50K.
64,Govt,7th-8th,Widowed,<=50K.
31,Private,Some-college,Married,<=50K.
64,Private,HS-grad,Married,<=50K.
45,Private,HS-grad,Never Married,<=50K.
59,Private,HS-grad,Married,>50K.
